_Name;_Select(x);_ValueType;_Delete(x);_NewName;Accuracy;Archive;CalcAggregates;CalculationAlgorithmExpression;Compression;CompressionDeviation;CompressionTimeDeadBand;CompressionTimespan;CompressionType;Convers;Description;DictId;DictSource;EngUnits;InstrumentTag;Interpolation;Output;PointSource;PointSourceProd;Reception;SaveAddTs;SaveQuality;Scan;ScanClass;SecurityGroups;SourceCompression;SourceCompressionDeviation;SourceCompressionTimeDeadBand;SourceCompressionTimespan;SourceCompressionType;SourceTag;Span;SquareRoot;TTL;TotalCode;Zero
_test_G43-107:XB201-1M2.L;x;DICT;;;ms;1;0;;0;0.5;0:00:00;0:00:10;swingingdoor;0;;STATE_General_Invertion;local;;G43-107:XB201-1M2.L;0;0;"[""pi_webapi_g43_disable""]";"[""pi_webapi_g43""]";1;1;1;1;;"[""common""]";0;0;0:00:00;0:00:00;deadband;;0;0;-1;0;0
